====================================================================================================================================================================================
                                                                               EMPRESA DE SALUD S.A.
                                                                          REGISTRO DE INGRESOS POR MEDICO
====================================================================================================================================================================================
No.                 Codigo del          Tarifa              Ingreso por         Ingreso por         Total               Pacientes atendidos Pacientes atendidos Total de            
                    medico                                  las citas           medicamentos        ingresado           con medicinas       sin medicinas       pacientes           
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
000                 50611               337.03              1926.41             7345.34             9271.75             6                   2                   7                   
001                 15092               756.45              9824.78             14292.7             24117.5             8                   4                   10                  
002                 60184               738.9               1112.93             1871.77             2984.69             1                   4                   3                   
003                 90798               758.51              2181.59             3783.6              5965.19             2                   2                   3                   
004                 80786               997.38              4058.34             5729.01             9787.36             6                   2                   7                   
005                 70233               902.38              9527.82             17745.8             27273.6             11                  0                   11                  
006                 89213               389.91              3928.65             10526               14454.6             7                   6                   10                  
007                 90907               470.72              845.346             7828.19             8673.54             7                   0                   7                   
008                 60934               526.45              1141.37             8571.76             9713.13             4                   2                   5                   
009                 14787               298.45              2724.8              8478.7              11203.5             6                   8                   10                  
010                 60049               780.49              6666.11             13628.5             20294.6             8                   0                   8                   
011                 70269               523.53              1454.14             2585.46             4039.61             3                   0                   3                   
012                 53556               410.37              2172.95             11290.1             13463.1             7                   4                   9                   
013                 70612               842.24              3789.35             11640.2             15429.6             4                   2                   5                   
014                 64405               232.61              2024.46             8472.87             10497.3             7                   4                   9                   
015                 90929               405.69              4146.56             5000.99             9147.54             5                   6                   8                   
016                 70367               781.15              4658.84             17264.4             21923.2             9                   2                   10                  
017                 18708               176.6               431.232             3066.81             3498.04             3                   0                   3                   
018                 80138               319.8               1450.66             9744.49             11195.1             6                   0                   6                   
019                 35451               897.5               2561.38             8907.72             11469.1             5                   0                   5                   
020                 70992               525.59              5278.54             14780.6             20059.1             9                   4                   11                  
021                 49768               197.06              562.339             3887.31             4449.65             3                   2                   4                   
022                 33687               654.46              8438.32             13936.7             22375               9                   2                   10                  
023                 70789               19.29               170.475             11465               11635.5             6                   4                   8                   
024                 18262               981.29              6353.71             5437.77             11791.5             5                   0                   5                   
025                 14655               940.91              9103.82             8920.15             18024               6                   2                   7                   
026                 80227               170.85              0                   0                   0                   0                   0                   0                   
027                 34115               893.34              4178.88             2442.15             6621.03             4                   2                   5                   
028                 80040               4.56                54.1688             14578.8             14632.9             8                   6                   11                  
029                 25448               496.87              2801.92             10222.9             13024.8             7                   0                   7                   
030                 40414               55.48               434.755             6395.33             6830.08             7                   2                   8                   
031                 90562               869.33              2420.45             1291.24             3711.69             3                   4                   5                   
032                 91509               146.35              868.446             9829.73             10698.2             7                   4                   9                   
033                 30557               169.44              826.889             8216.7              9043.59             7                   6                   10                  
034                 20189               854.93              2415.52             2350.69             4766.22             4                   0                   4                   
035                 30082               184.46              889.475             14159.2             15048.7             5                   0                   5                   
036                 50718               264.21              1581.6              8363.55             9945.15             7                   4                   9                   
037                 52063               792.07              3171.33             2513.22             5684.55             1                   6                   4                   
038                 80063               256.05              2116.2              17801.9             19918.2             10                  6                   13                  
039                 19777               977.98              8249.44             6524.82             14774.3             3                   8                   7                   
====================================================================================================================================================================================


====================================================================================================================================================================================
====================================================================================================================================================================================
EMPRESA DE SALUD S.A.                                                                               
REGISTRO DE INGRESOS POR MEDICAMENTO                                                                        
====================================================================================================================================================================================
No.                 Codigo del          Precio              Cantidad de unidadesIngresos sin        Descuentos por      Total               
                    medicamento                             vendidas            descuentos          los seguros         con ingresado       
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
000                 60509               58.65               52                  3049.8              630.593             2419.21             
001                 73972               54.4                79                  4297.6              388.003             3909.6              
002                 94429               52.7                20                  1054                285.389             768.611             
003                 43709               78.2                40                  3128                556.287             2571.71             
004                 82469               60.35               52                  3138.2              513.772             2624.43             
005                 93578               55.25               33                  1823.25             543.563             1279.69             
006                 26484               29.75               26                  773.5               73.487              700.013             
007                 95196               62.05               23                  1427.15             373.938             1053.21             
008                 65667               61.2                97                  5936.4              1146.85             4789.55             
009                 94415               68.85               37                  2547.45             521.625             2025.83             
010                 11370               2.55                26                  66.3                5.94239             60.3576             
011                 49644               73.95               65                  4806.75             635.452             4171.3              
012                 76238               56.95               20                  1139                27.7233             1111.28             
013                 76596               9.35                61                  570.35              86.8176             483.532             
014                 48244               25.5                46                  1173                363.29              809.71              
015                 34070               73.1                91                  6652.1              1153.21             5498.89             
016                 70226               39.95               43                  1717.85             239.686             1478.16             
017                 30220               39.95               59                  2357.05             256.145             2100.9              
018                 88681               53.55               82                  4391.1              1307.08             3084.02             
019                 40645               4.25                47                  199.75              21.3526             178.397             
020                 77358               61.2                41                  2509.2              642.747             1866.45             
021                 41995               25.5                50                  1275                514.088             760.912             
022                 90198               44.2                19                  839.8               147.84              691.96              
023                 77466               5.95                47                  279.65              37.7644             241.886             
024                 61508               4.25                87                  369.75              104.546             265.204             
025                 22842               47.6                51                  2427.6              561.156             1866.44             
026                 53166               5.95                53                  315.35              59.9579             255.392             
027                 54692               28.9                27                  780.3               113.399             666.901             
028                 85865               8.5                 37                  314.5               97.5702             216.93              
029                 16055               45.9                47                  2157.3              407.138             1750.16             
030                 22553               39.1                55                  2150.5              343.675             1806.82             
031                 31311               65.45               30                  1963.5              326.353             1637.15             
032                 43633               39.1                32                  1251.2              341.206             909.994             
033                 31389               52.7                87                  4584.9              698.794             3886.11             
034                 79996               31.45               32                  1006.4              324.746             681.654             
035                 48039               11.9                56                  666.4               103.824             562.576             
036                 16299               49.3                86                  4239.8              767.601             3472.2              
037                 26506               28.05               41                  1150.05             310.868             839.182             
038                 89325               79.05               67                  5296.35             1219.12             4077.23             
039                 55701               46.75               36                  1683                470.081             1212.92             
040                 16681               22.1                103                 2276.3              378.227             1898.07             
041                 27016               51                  77                  3927                517.395             3409.61             
042                 85325               56.1                92                  5161.2              932.693             4228.51             
043                 30428               19.55               33                  645.15              193.28              451.87              
044                 15098               81.6                36                  2937.6              365.021             2572.58             
045                 42861               23.8                46                  1094.8              241.459             853.341             
046                 13364               13.6                54                  734.4               163.525             570.875             
047                 86451               21.25               11                  233.75              47.0613             186.689             
048                 32486               24.65               71                  1750.15             523.184             1226.97             
049                 77203               80.75               0                   0                   0                   0                   
050                 30007               0.85                25                  21.25               3.78565             17.4644             
051                 65536               1.7                 17                  28.9                1.46574             27.4343             
052                 84771               39.1                25                  977.5               155.557             821.943             
053                 81695               15.3                42                  642.6               197.345             445.255             
054                 49756               52.7                36                  1897.2              461.749             1435.45             
055                 58200               56.1                15                  841.5               216.173             625.327             
056                 89839               73.95               0                   0                   0                   0                   
057                 53084               0.85                97                  82.45               12.9439             69.5061             
058                 61039               78.2                14                  1094.8              300.139             794.661             
059                 36822               9.35                0                   0                   0                   0                   
060                 24522               43.35               73                  3164.55             752.385             2412.17             
061                 37007               47.6                70                  3332                861.374             2470.63             
062                 17845               5.1                 38                  193.8               38.8095             154.991             
